,gamma_2.5,gamma_2.5,gamma_2.5,gamma_3,gamma_3,gamma_3,gamma_4,gamma_4,gamma_4,ER_2.5,ER_2.5,ER_2.5,ER_5,ER_5,ER_5,ER_10,ER_10,ER_10
,Narrow waiting time distribution,Intermediate distribution,Broad waiting time distribution,Narrow waiting time distribution,Intermediate distribution,Broad waiting time distribution,Narrow waiting time distribution,Intermediate distribution,Broad waiting time distribution,Narrow waiting time distribution,Intermediate distribution,Broad waiting time distribution,Narrow waiting time distribution,Intermediate distribution,Broad waiting time distribution,Narrow waiting time distribution,Intermediate distribution,Broad waiting time distribution
2020-02-20,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-02-21,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-02-22,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-02-23,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-02-24,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-02-25,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-02-26,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-02-27,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-02-28,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-02-29,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-01,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-02,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-03,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-04,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-05,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-06,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-07,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-08,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-09,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-10,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-11,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-12,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-13,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-14,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-15,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-16,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-17,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-18,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-19,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-20,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-21,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-22,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-23,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-24,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-25,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-26,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-27,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-28,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-29,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-30,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-03-31,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-01,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-02,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-03,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-04,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-05,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-06,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-07,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-08,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-09,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-10,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-11,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-12,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-13,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-14,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-15,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
2020-04-16,779,780,780,685,687,685,558,558,564,928,928,929,993,993,993,1000,1000,1000
