Country/Region,Province/State,th,logK,sigma,score
Kazakhstan,NaN,229.74532490395507,13.445932068206716,42.878920962909376,0.0015595551157723553
"Korea, South",NaN,62.09416524261269,9.155390949824351,5.903374097814602,0.006622420311015263
Kuwait,NaN,98.10238118053856,7.439488878011686,7.049894368201169,0.00041869663785826743
Latvia,NaN,87.93680079240993,6.649687224954425,15.029159548695747,0.00013846324783102078
Lebanon,NaN,87.94811866514691,6.756674613109574,23.456895998208296,0.0001088313491491278
Lithuania,NaN,90.55863805006672,7.031663623621463,8.116373716552364,0.00011770671960707327
Luxembourg,NaN,86.52930935189386,8.108652512217514,7.89224108035673,0.000813663344172256
Malaysia,NaN,89.00377894197348,8.579146944271713,11.505746926906866,0.0005941203825511054
Mexico,NaN,126.21308008165667,10.718937946036888,18.24180583406771,0.0008485136364429797
Moldova,NaN,98.41249191878569,7.818925999992375,7.884800779930654,0.0007854486165943194
Morocco,NaN,103.68185918310468,8.21848150610839,13.936631290408432,0.0005781346551186436
Netherlands,NaN,92.19911703717312,10.315627491285348,10.273610204614211,0.0017895534690386852
New Zealand,NaN,90.7998250421621,7.2666646595425695,7.433853225659549,0.00019248749085423467
North Macedonia,NaN,208.59657460841424,11.28990824143633,45.90230009756597,0.0003936905145058027
Norway,NaN,85.80472752354635,8.881417938824253,11.789560308756755,0.0017841693470257288
Pakistan,NaN,108.24987459260639,9.625415310933306,16.475563676298606,0.0024844374922278474
Panama,NaN,102.75640618256517,8.781032937562575,13.275969315497836,0.0009768873788812548
Peru,NaN,339.3238483189425,29.5181775837069,39.697024503558566,0.00920669080486331
Philippines,NaN,92.70473628969611,8.579312816779645,7.290168158566057,0.004793817549463031
Poland,NaN,98.92240662931607,9.302017667191155,11.396823102106659,0.00028248596753729417
Portugal,NaN,92.18861453096261,9.818363346930749,8.28441980996449,0.001046376085366681
Qatar,NaN,407.9867166511185,24.95118660335497,57.13608440508685,0.01267880919851982
Romania,NaN,96.47139807288643,9.076779874931159,9.855913908299875,0.0011901129082182516
Russia,NaN,123.1234933607561,12.364701026119263,14.17353881378731,0.0007701756742588314
Saudi Arabia,NaN,123.62279678519607,10.307979280155998,20.621209455523584,0.003981239318154573
Serbia,NaN,108.36428040122256,9.399592115822275,13.035977231096922,0.0017951788910343237
Singapore,NaN,449.18769998851235,23.48273780149583,67.87066666534812,0.005972858009664635
Slovakia,NaN,93.88787083222432,6.776141185229202,6.766826010653771,0.001213489043902046
Slovenia,NaN,86.71987592429404,7.179233453799331,11.37727807320238,0.00014279335591359073
South Africa,NaN,88.39376318670668,7.762789287575577,9.999758086347462,0.008461475835283772
Spain,NaN,88.50269620478792,12.051180989675789,8.290380092397331,0.007506742769770838
Sweden,NaN,119.21157709175182,10.80480588088214,21.878452446783562,0.0022681681565889697
Switzerland,NaN,85.54787409113055,10.121735148547597,7.899113662189242,0.005111341984282359
Thailand,NaN,87.55231899171783,7.89628482666457,8.803909474310263,0.00012689059525591915
Tunisia,NaN,136.17980158096418,8.036684251216258,46.10425064640606,6.294473814046035e-05
Turkey,NaN,96.92440691767962,11.203289348788658,7.311119272376812,0.0069750708903963165
Ukraine,NaN,137.40347205373587,11.093622205174196,20.445624030836584,0.002738360470520837
United Arab Emirates,NaN,105.71622651999334,9.34997003150497,10.353184640994215,0.002426795679926062
United Kingdom,NaN,101.49286627826979,11.997397475217841,11.356106028991332,0.0024221392659065323
US,NaN,97.16607326519096,13.619456491892485,9.10278064277491,0.015510385602081626
Uzbekistan,NaN,215.80157284176954,15.555177293008114,31.549325333373147,0.0026445103546109106
US,Alabama,110.98419891698408,9.427147180452984,15.007180512843895,0.0009360813669959158
US,Arizona,93.28701153583873,8.304930983482375,7.279147177155667,0.0008060521492234088
US,Arkansas,106.18575558660118,8.10545685494617,16.309709258737723,0.00023991274999856702
US,California,98.58629788270406,10.543688327683537,10.644992929147689,0.0028071113150052182
US,Colorado,94.39420175128427,9.084801893750061,8.785171249775402,0.0039369565215313955
US,Connecticut,99.49716677279847,9.901943401811337,8.932762594141288,0.002124009734799007
US,Delaware,100.40733904033023,7.939932214120861,7.832074693776638,0.00037281946179116345
US,District of Columbia,97.89152736650064,7.9134976243790165,8.493572591530238,0.0004336239538818819
US,Florida,95.79394701677333,10.163378443951208,8.237199633866911,0.003058234994280376
US,Georgia,98.23150954697272,9.880464384487217,9.39694605918094,0.0025603942643234413
US,Idaho,91.8311520204571,7.266670517369864,5.040410038909874,0.0019929631562187727
US,Illinois,98.0998016116952,10.330143286050472,9.273578586063827,0.0018148301185152325
US,Indiana,95.80235157979848,9.193329751466816,7.4550011526963935,0.0011698866696022677
US,Iowa,106.77251558422496,8.400076181519559,13.628400853891891,0.000115473503982238
US,Kansas,97.34270592671831,7.559264818019988,9.517613955814404,0.00043984383579890896
US,Kentucky,204.28295646599315,13.587630119680014,36.021858137203,0.0035622044691444943
US,Louisiana,97.32387478004898,10.312471533749285,8.616817480611044,0.009461812353777977
US,Maine,190.76760026741442,10.111640363606124,45.92823833623518,0.00028627515083569995
US,Maryland,103.8516684868924,9.849587636816938,10.251125623343736,0.0013154427510468395
US,Massachusetts,95.79129701721384,10.315360497888438,7.418565497849601,0.008424493437165123
US,Michigan,94.10197288677035,10.262226903782704,7.081947103650368,0.002969235664115802
US,Minnesota,115.55739304207935,8.716454105925084,20.07876524136357,0.00038911296276995924
US,Mississippi,103.15760121566284,8.695850112564642,13.215097641452477,0.00022270455606902335
US,Missouri,96.53917485046168,8.66787066171823,8.696322176950726,0.00146634063611129
US,Nebraska,98.66720337270918,7.012233469776575,6.676597117557202,0.0003634237395187021
US,Nevada,93.84213804412943,8.133246657524012,8.195262088248567,0.00251494007094729
US,New Hampshire,95.99396843143641,7.189123457773722,11.147898994366686,0.0021858184624033287
US,New Jersey,94.3203531849707,11.17055642148927,6.957664390290447,0.002552169526089537
US,New Mexico,100.08414312031815,7.653813893488291,10.332984270588453,0.002694128516570851
US,New York,89.90170216191686,12.064452421339142,6.132988376189534,0.025930140826522854
US,North Carolina,98.28179560897591,8.879026208186238,10.437622693039318,0.00036876965930994016
US,Ohio,95.21433836185153,9.031676934162586,8.242267913501074,0.0006496856151469538
US,Oklahoma,94.57960289637424,7.7594215744816495,7.08351441804561,0.001131637713498613
US,Oregon,96.34951035560155,7.700829064849119,12.506560344656037,0.0007357676706396386
US,Pennsylvania,97.87553445168297,10.395237343720616,7.873885557001655,0.0009165169313557095
US,Puerto Rico,97.39168627273072,7.076068420453453,8.02654705314836,0.0004469625136570299
US,Rhode Island,164.08399816030555,13.329339075157854,23.374851225999734,0.0028438130959081392
US,South Carolina,94.71109346878637,8.294891484271783,7.8974623904095385,0.0008282610187386373
US,South Dakota,136.73489171715278,10.78982411495727,16.037858273320147,6.414135388616314e-05
US,Tennessee,92.96188129232118,8.741637178743158,8.556626225862301,0.0015613758964224175
US,Texas,99.23338546160971,10.006916573750065,9.663528306745155,0.001574445518540058
US,Utah,94.72672775574243,7.980796808776862,9.347501492242367,0.0017229591273313382
US,Vermont,92.64446894928416,6.720539633347629,8.390958382616848,0.00017619242048381743
US,Virginia,101.63754677224608,9.245887274276317,9.956736887672474,0.0003300121235081887
US,Washington,94.5365159381549,9.593755074922761,12.289851103701647,0.003220266956189034
US,West Virginia,143.0997520098801,8.39625257017423,37.32554015237693,0.0006395224786089605
US,Wisconsin,94.04703007010175,8.345808607197053,9.832927477163746,0.0007867194697550394
